id,branch_company_id,barcode,participant_id,composition_id,cash_flow_id,title,type,complement,origin_document,due_date,emission_date,entry_date,paid,remittance_generated,supply_type,discount,other_entities_amount,value,increase,cost_center_id,transaction_id,tribute_id,receipt_code,fgts_id,darf_reference_number,inclusion_type,period,contributor_id,lacre_c_social,created_by,created_date,last_modified_by,last_modified_date
518,1,,233,80,19,PROC(36581.48721) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (373), originado por GRACITA HORTENCIA DOS SANTOS BARBOSA INTERNEDIAÇÕES DE NEGÓCIOS LTDA, através da transação 48721 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36581.48721,2022-11-10,2022-10-31,2022-10-31,t,f,ASSETS,0.00,0.00,68.37,0.00,1,48721,,,,,AUTOMATIC,,,,0,2022-10-31 15:13:02.014883,0,2022-10-31 15:13:02.014883
769,1,,41,,111,251122ReembolsoTereza,ACTUAL,,251122ReembolsoTereza,2022-11-25,2022-11-25,2022-11-25,t,t,OTHER,0.00,0.00,20000.00,0.00,2,,,,,,MANUAL,,,,890,2022-11-25 10:28:29.026713,890,2022-11-25 10:28:29.026713
657,1,,42,,111,111122ReembolsoLuzia,ACTUAL,,111122ReembolsoLuzia,2022-11-11,2022-11-11,2022-11-11,t,f,OTHER,0.00,0.00,2653.64,0.00,1,,,,,,MANUAL,,,,890,2022-11-11 11:56:03.301476,890,2022-11-11 11:56:03.301476
656,1,,41,,111,111122ReembolsoTereza,ACTUAL,,111122ReembolsoTereza,2022-11-11,2022-11-11,2022-11-11,t,f,OTHER,0.00,0.00,9356.45,0.00,2,,,,,,MANUAL,,,,890,2022-11-11 11:54:47.338595,890,2022-11-11 11:54:47.338595
642,1,818100000448386757012210109470016000634600399098,98,,60,091122IPTUSP,ACTUAL,,091122IPTUSP,2022-11-09,2022-09-20,2022-10-31,t,f,,0.00,0.00,4438.67,0.00,2,,,,,,MANUAL,,,,890,2022-11-09 14:31:56.21335,890,2022-11-09 14:32:18.274682
448,1,,69,73,19,PROC(36574.48626) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (374), originado por NOCTUA SOFTWARE E SERVIÇOS LTDA, através da transação 48626 com a quantidade de 2 ucs. Pagamento  a vista.",DOC.36574.48626,2022-11-10,2022-10-27,2022-10-27,t,f,ASSETS,0.00,0.00,144.89,0.00,1,48626,,,,,AUTOMATIC,,,,0,2022-10-27 17:49:49.472046,0,2022-10-27 17:49:49.472046
459,1,,375,83,19,PROC(36574.48647) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (374), originado por NOCTUA SOFTWARE E SERVIÇOS LTDA, através da transação 48647 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36574.48647,2022-11-10,2022-10-27,2022-10-27,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48647,,,,,AUTOMATIC,,,,0,2022-10-27 17:49:49.600995,0,2022-10-27 17:49:49.600995
879,1,,434,,34,061222Lucas,ACTUAL,,061222Lucas,2022-12-06,2022-12-06,2022-12-06,t,t,,0.00,0.00,3223.12,0.00,1,,,,,,MANUAL,,,,890,2022-12-05 14:57:56.853909,890,2022-12-05 15:08:27.059648
756,1,,420,104,53,1227684,ACTUAL,,1227684,2022-12-07,2022-11-22,2022-11-28,t,f,,0.00,0.00,228.80,0.00,2,,,,,,MANUAL,,,,890,2022-11-23 09:43:36.049128,890,2022-11-23 09:43:36.049128
765,1,858800000075130902392024211253252510042482578527,95,,45,32525104248257852,ACTUAL,,32525104248257852,2022-11-25,2022-11-21,2022-11-25,t,t,,0.00,0.00,713.09,0.00,2,,,,,,MANUAL,,,,890,2022-11-25 08:48:45.394496,890,2022-11-25 08:48:45.394496
603,1,,55,137,19,PROC(36601.48775) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (583), originado por SAFIRA MOTORS LTDA, através da transação 48775 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36601.48775,2022-12-10,2022-11-08,2022-11-08,f,f,ASSETS,0.00,0.00,70.14,0.00,1,48775,,,,,AUTOMATIC,,,,0,2022-11-08 08:52:49.639064,0,2022-11-08 08:52:49.639064
768,1,,388,105,107,6095763693,ACTUAL,,6095763693,2022-11-30,2022-11-23,2022-11-25,t,f,,0.00,0.00,892.39,0.00,2,,,,,,MANUAL,,,,890,2022-11-25 10:23:46.975151,890,2022-11-25 10:23:46.975151
770,1,,5,106,37,109287490771,ACTUAL,,109287490771,2022-12-25,2022-11-25,2022-11-30,t,f,,0.00,0.00,6760.00,0.00,1,,,,,,MANUAL,,,,890,2022-11-25 10:30:45.71575,890,2022-11-25 10:30:45.71575
465,1,,29,66,19,PROC(36575.48657) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (580), originado por DUBAI AUTOMOVEIS LTDA, através da transação 48657 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36575.48657,2022-11-10,2022-10-28,2022-10-28,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48657,,,,,AUTOMATIC,,,,0,2022-10-28 08:23:01.694934,0,2022-10-28 08:23:01.694934
481,1,,29,66,19,PROC(36578.48674) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (577), originado por GRAND CITE AUTOMOVEIS LTDA, através da transação 48674 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36578.48674,2022-11-10,2022-10-28,2022-10-28,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48674,,,,,AUTOMATIC,,,,0,2022-10-28 08:23:20.97704,0,2022-10-28 08:23:20.97704
48,1,,29,66,19,PROC(36511.48012) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (562), originado por MISO VEICULOS LTDA, através da transação 48012 com a quantidade de 2 ucs. Pagamento  a vista.",DOC.36511.48012,2022-11-10,2022-10-03,2022-10-03,t,f,ASSETS,0.00,0.00,144.00,0.00,1,48012,,,,,AUTOMATIC,,,,0,2022-10-03 09:25:41.586315,0,2022-10-03 09:25:41.586315
57,1,,29,66,19,PROC(36512.48022) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (561), originado por BACABA VEICULOS LTDA, através da transação 48022 com a quantidade de 4 ucs. Pagamento  a vista.",DOC.36512.48022,2022-11-10,2022-10-03,2022-10-03,t,f,ASSETS,0.00,0.00,288.00,0.00,1,48022,,,,,AUTOMATIC,,,,0,2022-10-03 09:32:31.630157,0,2022-10-03 09:32:31.630157
63,1,,69,70,19,PROC(36512.48018) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (561), originado por BACABA VEICULOS LTDA, através da transação 48018 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36512.48018,2022-11-10,2022-10-03,2022-10-03,t,f,ASSETS,0.00,0.00,72.00,0.00,1,48018,,,,,AUTOMATIC,,,,0,2022-10-03 09:32:31.704055,0,2022-10-03 09:32:31.704055
484,1,,69,70,19,PROC(36578.48675) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (577), originado por GRAND CITE AUTOMOVEIS LTDA, através da transação 48675 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36578.48675,2022-11-10,2022-10-28,2022-10-28,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48675,,,,,AUTOMATIC,,,,0,2022-10-28 08:23:21.014418,0,2022-10-28 08:23:21.014418
471,1,,54,67,19,PROC(36576.48659) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (579), originado por AMAUTO AMAPÁ AUTOMÓVEIS LTDA, através da transação 48659 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36576.48659,2022-11-10,2022-10-28,2022-10-28,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48659,,,,,AUTOMATIC,,,,0,2022-10-28 08:23:06.064649,0,2022-10-28 08:23:06.064649
44,1,,54,67,19,PROC(36510.48002) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (563), originado por VIA MARCONI VEICULOS LTDA, através da transação 48002 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36510.48002,2022-11-10,2022-10-03,2022-10-03,t,f,ASSETS,0.00,0.00,72.00,0.00,1,48002,,,,,AUTOMATIC,,,,0,2022-10-03 09:24:36.669247,0,2022-10-03 09:24:36.669247
64,1,,54,67,19,PROC(36512.48023) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (561), originado por BACABA VEICULOS LTDA, através da transação 48023 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36512.48023,2022-11-10,2022-10-03,2022-10-03,t,f,ASSETS,0.00,0.00,72.00,0.00,1,48023,,,,,AUTOMATIC,,,,0,2022-10-03 09:32:31.712435,0,2022-10-03 09:32:31.712435
644,1,,99,72,59,109022587610,ACTUAL,,109022587610,2022-11-10,2022-10-24,2022-10-31,t,f,,0.00,0.00,2236.42,0.00,2,,,,,,MANUAL,,,,890,2022-11-09 14:54:52.971751,890,2022-11-09 14:54:52.971751
758,1,846100000013588900820899993176977417587324980990,1,,66,15873249800,ACTUAL,,15873249800,2022-11-21,2022-11-03,2022-10-31,t,t,,0.00,0.00,158.89,0.00,2,,,,,,MANUAL,,,,890,2022-11-23 10:17:06.883895,890,2022-11-23 10:17:37.614382
1440,1,,194,,19,PROC(36699.49955) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (18), originado por SERVICO DE APOIO AS MICRO E PEQ. EMPRESAS DO ESTADO DE MATO GROSSO, através da transação 49955 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36699.49955,2023-02-10,2023-01-06,2023-01-06,t,t,ASSETS,0.00,0.00,88.53,0.00,1,49955,,,,,AUTOMATIC,,,,0,2023-01-06 16:03:30.809179,0,2023-01-06 16:03:30.809179
676,1,,333,160,19,PROC(36624.48831) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (586), originado por EQUINOCIO HOSPITALAR LTDA, através da transação 48831 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36624.48831,2022-12-10,2022-11-16,2022-11-16,f,f,ASSETS,0.00,0.00,70.13,0.00,1,48831,,,,,AUTOMATIC,,,,0,2022-11-16 08:31:00.071934,0,2022-11-16 08:31:00.071934
653,1,,44,,83,111122Alessandrareembolso,ACTUAL,,111122Alessandrareembolso,2022-11-11,2022-11-11,2022-11-11,t,f,OTHER,0.00,0.00,960.84,0.00,2,,,,,,MANUAL,,,,890,2022-11-11 10:59:49.534976,890,2022-11-11 10:59:49.534976
144,1,,55,75,19,PROC(36531.48062) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (346), originado por SB2 Promoção e Venda de Títulos Ltda, através da transação 48062 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36531.48062,2022-11-10,2022-10-18,2022-10-18,t,f,ASSETS,0.00,0.00,72.00,0.00,1,48062,,,,,AUTOMATIC,,,,0,2022-10-18 16:17:38.339944,0,2022-10-18 16:17:38.339944
643,1,868900018020623601612091220221110019610006995000,106,,188,1708,ACTUAL,,1708,2022-11-10,2022-11-03,2022-10-31,t,f,,0.00,0.00,180262.36,0.00,1,,,,,,MANUAL,,,,890,2022-11-09 14:51:50.668787,890,2022-11-09 14:52:13.69509
678,1,,347,162,19,PROC(36624.48839) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (586), originado por EQUINOCIO HOSPITALAR LTDA, através da transação 48839 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36624.48839,2022-12-10,2022-11-16,2022-11-16,f,f,ASSETS,0.00,0.00,70.13,0.00,1,48839,,,,,AUTOMATIC,,,,0,2022-11-16 08:31:00.109721,0,2022-11-16 08:31:00.109721
677,1,,334,161,19,PROC(36624.48836) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Certificado Tesouro Verde com ID (586), originado por EQUINOCIO HOSPITALAR LTDA, através da transação 48836 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36624.48836,2022-12-10,2022-11-16,2022-11-16,f,f,ASSETS,0.00,0.00,70.13,0.00,1,48836,,,,,AUTOMATIC,,,,0,2022-11-16 08:31:00.091273,0,2022-11-16 08:31:00.091273
1143,1,,493,,70,201222equipamentossonoros,ACTUAL,Equipamentos Sonoros para Confraternização Escritório de Goiânia,201222equipamentossonoros,2022-12-20,2022-12-20,2022-12-20,t,t,,0.00,0.00,184.80,0.00,1,,,,,,MANUAL,,,,890,2022-12-20 10:13:12.618738,890,2022-12-20 10:13:12.618738
1180,1,,364,,108,191222Caixa,ACTUAL,Suprimento de Caixa - escritório de SP,191222Caixa,2022-12-19,2022-12-19,2022-12-19,t,f,,0.00,0.00,1000.00,0.00,2,,,,,,MANUAL,,,,1406,2022-12-23 10:15:18.58658,1406,2022-12-23 10:15:18.58658
1011,1,,430,,47,221222FériasMaite,ACTUAL,,221222FériasMaite,2022-12-22,2022-12-14,2022-12-14,t,t,,0.00,0.00,411.11,0.00,2,,,,,,MANUAL,,,,1406,2022-12-14 14:03:34.558948,1406,2022-12-14 14:20:29.106134
522,1,,54,76,19,PROC(36581.48716) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (373), originado por GRACITA HORTENCIA DOS SANTOS BARBOSA INTERNEDIAÇÕES DE NEGÓCIOS LTDA, através da transação 48716 com a quantidade de 2 ucs. Pagamento  a vista.",DOC.36581.48716,2022-11-10,2022-10-31,2022-10-31,t,f,ASSETS,0.00,0.00,136.73,0.00,1,48716,,,,,AUTOMATIC,,,,0,2022-10-31 15:13:02.076192,0,2022-10-31 15:13:02.076192
649,1,,87,,52,101122ReembolsoJoao,ACTUAL,Reembolso para João Henrique - comprou camisetas,101122ReembolsoJoao,2022-11-10,2022-11-10,2022-11-10,t,f,,0.00,0.00,719.88,0.00,2,,,,,,MANUAL,,,,890,2022-11-10 09:21:59.663653,890,2022-11-10 09:21:59.663653
441,1,,208,,19,PROC(36574.48630) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (374), originado por NOCTUA SOFTWARE E SERVIÇOS LTDA, através da transação 48630 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36574.48630,2022-11-10,2022-10-27,2022-10-27,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48630,,,,,AUTOMATIC,,,,0,2022-10-27 17:49:49.377918,0,2022-10-27 17:49:49.377918
658,1,,409,,170,111122movarte,ACTUAL,,111122movarte,2022-11-11,2022-11-11,2022-11-11,t,f,,0.00,0.00,46251.98,0.00,2,,,,,,MANUAL,,,,890,2022-11-11 13:29:00.491387,890,2022-11-11 13:29:00.491387
659,1,,409,,170,111122movarte2,ACTUAL,,111122movarte,2022-11-11,2022-11-11,2022-11-11,t,f,,0.00,0.00,1384.24,0.00,2,,,,,,MANUAL,,,,890,2022-11-11 13:30:36.057845,890,2022-11-11 13:30:36.057845
647,1,,405,,46,101122ReembolsoKarolaine,ACTUAL,Reembolso para Karolaine. Ela pagou o exame admissional. ,101122ReembolsoKarolaine,2022-11-10,2022-11-10,2022-11-10,t,f,,0.00,0.00,50.00,0.00,2,,,,,,MANUAL,,,,890,2022-11-10 09:17:31.462603,890,2022-11-10 09:17:31.462603
648,1,,406,,46,101122ReembolsoClaudiane,ACTUAL,Reembolso para Claudiane - pagou exame admissional. ,101122ReembolsoClaudiane,2022-11-10,2022-11-10,2022-11-10,t,f,,0.00,0.00,86.00,0.00,2,,,,,,MANUAL,,,,890,2022-11-10 09:19:22.320707,890,2022-11-10 09:22:29.234596
645,1,,101,,7,0005,ACTUAL,,0005,2022-11-10,2022-11-07,2022-10-31,t,f,,0.00,0.00,20048.41,0.00,1,,,,,,MANUAL,,,,890,2022-11-09 15:08:39.862085,890,2022-11-09 15:08:39.862085
442,1,,210,,19,PROC(36574.48632) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (374), originado por NOCTUA SOFTWARE E SERVIÇOS LTDA, através da transação 48632 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36574.48632,2022-11-10,2022-10-27,2022-10-27,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48632,,,,,AUTOMATIC,,,,0,2022-10-27 17:49:49.391157,0,2022-10-27 17:49:49.391157
1401,1,,148,,19,PROC(36699.49884) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (18), originado por SERVICO DE APOIO AS MICRO E PEQ. EMPRESAS DO ESTADO DE MATO GROSSO, através da transação 49884 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36699.49884,2023-02-10,2023-01-06,2023-01-06,t,t,ASSETS,0.00,0.00,88.53,0.00,1,49884,,,,,AUTOMATIC,,,,0,2023-01-06 16:03:29.786922,0,2023-01-06 16:03:29.786922
1579,1,,51,,19,PROC(36699.50035) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (18), originado por SERVICO DE APOIO AS MICRO E PEQ. EMPRESAS DO ESTADO DE MATO GROSSO, através da transação 50035 com a quantidade de 9 ucs. Pagamento  a vista.",DOC.36699.50035,2023-02-10,2023-01-06,2023-01-06,t,t,ASSETS,0.00,0.00,796.77,0.00,1,50035,,,,,AUTOMATIC,,,,0,2023-01-06 16:03:34.780446,0,2023-01-06 16:03:34.780446
646,1,,393,,115,101122Benedito,ACTUAL,,101122Benedito,2022-11-10,2022-11-10,2022-11-10,t,f,,0.00,0.00,70000.00,0.00,1,,,,,,MANUAL,,,,890,2022-11-10 08:22:25.936871,890,2022-11-10 08:22:25.936871
539,1,,379,84,19,PROC(36581.48739) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (373), originado por GRACITA HORTENCIA DOS SANTOS BARBOSA INTERNEDIAÇÕES DE NEGÓCIOS LTDA, através da transação 48739 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36581.48739,2022-11-10,2022-10-31,2022-10-31,t,f,ASSETS,0.00,0.00,68.37,0.00,1,48739,,,,,AUTOMATIC,,,,0,2022-10-31 15:13:02.270532,0,2022-10-31 15:13:02.270532
440,1,,207,,19,PROC(36574.48628) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (374), originado por NOCTUA SOFTWARE E SERVIÇOS LTDA, através da transação 48628 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36574.48628,2022-11-10,2022-10-27,2022-10-27,t,f,ASSETS,0.00,0.00,72.45,0.00,1,48628,,,,,AUTOMATIC,,,,0,2022-10-27 17:49:49.361353,0,2022-10-27 17:49:49.361353
1014,1,,431,,47,221222FériasSolange,ACTUAL,,221222FériasSolange,2022-12-22,2022-12-14,2022-12-14,t,t,,0.00,0.00,616.67,0.00,2,,,,,,MANUAL,,,,1406,2022-12-14 14:07:26.426482,1406,2022-12-14 14:21:53.670305
1013,1,,28,,47,221222FériasRodrigo,ACTUAL,,221222FériasRodrigo,2022-12-22,2022-12-14,2022-12-14,t,t,OTHER,0.00,0.00,1133.89,0.00,1,,,,,,MANUAL,,,,1406,2022-12-14 14:06:26.90006,1406,2022-12-14 14:21:21.378423
1016,1,,37,,47,221222FériasThamires,ACTUAL,,221222FériasThamires,2022-12-22,2022-12-14,2022-12-14,t,t,OTHER,0.00,0.00,863.34,0.00,2,,,,,,MANUAL,,,,1406,2022-12-14 14:09:42.963809,1406,2022-12-14 14:22:28.157703
1015,1,,392,,47,221222FériasStephanie,ACTUAL,,221222FériasStephanie,2022-12-22,2022-12-14,2022-12-14,t,t,,0.00,0.00,616.67,0.00,2,,,,,,MANUAL,,,,1406,2022-12-14 14:08:27.25972,1406,2022-12-14 14:22:09.259282
182,1,,225,,19,PROC(36547.48265) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (372), originado por SB2 Promoção e Venda de Títulos Ltda, através da transação 48265 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36547.48265,2022-11-10,2022-10-20,2022-10-20,t,t,ASSETS,0.00,0.00,72.45,0.00,1,48265,,,,,AUTOMATIC,,,,0,2022-10-20 17:33:13.077074,0,2022-10-20 17:33:13.077074
181,1,,223,,19,PROC(36547.48264) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (372), originado por SB2 Promoção e Venda de Títulos Ltda, através da transação 48264 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36547.48264,2022-11-10,2022-10-20,2022-10-20,f,f,ASSETS,0.00,0.00,72.45,0.00,1,48264,,,,,AUTOMATIC,,,,0,2022-10-20 17:33:13.054293,0,2022-10-20 17:33:13.054293
916,1,,69,258,19,PROC(36645.48961) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (416), originado por urbanitta arquitetura e consultoria eireli, através da transação 48961 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36645.48961,2023-01-10,2022-12-07,2022-12-07,t,f,ASSETS,0.00,0.00,71.50,0.00,1,48961,,,,,AUTOMATIC,,,,0,2022-12-07 16:57:24.675141,0,2022-12-07 16:57:24.675141
1786,1,,433,,34,070223JÉSSICA,ACTUAL,PAGAMENTO DE SALÁRIOS - REF. 01/2023,070223JÉSSICA,2023-02-07,2023-02-01,2023-02-01,t,t,,0.00,0.00,2755.63,0.00,1,,,,,,MANUAL,,,,1406,2023-02-02 14:51:08.224839,1406,2023-02-02 14:51:08.224839
1107,1,,45,,8,151222ComissãoPâmela,ACTUAL,,151222ComissãoPâmela,2022-12-15,2022-12-15,2022-12-15,t,t,OTHER,0.00,0.00,40000.00,0.00,2,,,,,,MANUAL,,,,1406,2022-12-15 08:35:58.211526,1406,2022-12-15 08:35:58.211526
462,1,,377,,19,PROC(36574.48651) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (374), originado por NOCTUA SOFTWARE E SERVIÇOS LTDA, através da transação 48651 com a quantidade de 1 ucs. Pagamento  a vista.",DOC.36574.48651,2022-11-10,2022-10-27,2022-10-27,f,f,ASSETS,0.00,0.00,72.45,0.00,1,48651,,,,,AUTOMATIC,,,,0,2022-10-27 17:49:49.63903,0,2022-10-27 17:49:49.63903
451,1,,60,77,19,PROC(36574.48633) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (374), originado por NOCTUA SOFTWARE E SERVIÇOS LTDA, através da transação 48633 com a quantidade de 2 ucs. Pagamento  a vista.",DOC.36574.48633,2022-11-10,2022-10-27,2022-10-27,t,f,ASSETS,0.00,0.00,144.89,0.00,1,48633,,,,,AUTOMATIC,,,,0,2022-10-27 17:49:49.507509,0,2022-10-27 17:49:49.507509
524,1,,60,77,19,PROC(36581.48724) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Selo Distribuidor Credenciado com ID (373), originado por GRACITA HORTENCIA DOS SANTOS BARBOSA INTERNEDIAÇÕES DE NEGÓCIOS LTDA, através da transação 48724 com a quantidade de 3 ucs. Pagamento  a vista.",DOC.36581.48724,2022-11-10,2022-10-31,2022-10-31,t,f,ASSETS,0.00,0.00,205.10,0.00,1,48724,,,,,AUTOMATIC,,,,0,2022-10-31 15:13:02.099396,0,2022-10-31 15:13:02.099396
1108,1,,91,,7,151222ComissãoMariana,ACTUAL,,151222ComissãoMariana,2022-12-15,2022-12-15,2022-12-15,t,t,,0.00,0.00,60000.00,0.00,2,,,,,,MANUAL,,,,1406,2022-12-15 08:37:51.454863,1406,2022-12-15 08:37:51.454863
1111,1,858900001537877003852236540716223415516625405917,35,,134,07162234151662540,ACTUAL,,07162234151662540,2022-12-20,2022-12-07,2022-12-15,t,t,,0.00,0.00,15387.70,0.00,1,,,,,,MANUAL,,,,1406,2022-12-15 09:01:25.396438,1406,2022-12-15 09:02:33.157973
1026,1,,9,,19,PROC(36670.49079) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (19), originado por Bmtca, através da transação 49079 com a quantidade de 40 ucs. Pagamento  a vista.",DOC.36670.49079,2023-01-10,2022-12-14,2022-12-14,f,f,ASSETS,0.00,0.00,4040.00,0.00,1,49079,,,,,AUTOMATIC,,,,0,2022-12-14 15:08:17.414379,0,2022-12-14 15:08:17.414379
1027,1,,57,,19,PROC(36670.49123) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (19), originado por Bmtca, através da transação 49123 com a quantidade de 50 ucs. Pagamento  a vista.",DOC.36670.49123,2023-01-10,2022-12-14,2022-12-14,f,f,ASSETS,0.00,0.00,5050.00,0.00,1,49123,,,,,AUTOMATIC,,,,0,2022-12-14 15:08:17.428221,0,2022-12-14 15:08:17.428221
1028,1,,321,,19,PROC(36670.49087) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (19), originado por Bmtca, através da transação 49087 com a quantidade de 50 ucs. Pagamento  a vista.",DOC.36670.49087,2023-01-10,2022-12-14,2022-12-14,f,f,ASSETS,0.00,0.00,5050.00,0.00,1,49087,,,,,AUTOMATIC,,,,0,2022-12-14 15:08:17.440893,0,2022-12-14 15:08:17.440893
1029,1,,63,,19,PROC(36670.49080) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (19), originado por Bmtca, através da transação 49080 com a quantidade de 30 ucs. Pagamento  a vista.",DOC.36670.49080,2023-01-10,2022-12-14,2022-12-14,f,f,ASSETS,0.00,0.00,3030.00,0.00,1,49080,,,,,AUTOMATIC,,,,0,2022-12-14 15:08:17.454748,0,2022-12-14 15:08:17.454748
1353,1,,94,,165,060123BolsaFEPAFDeicy,ACTUAL,BOLSA DE ESTUDOS,060123BolsaFEPAFDeicy,2023-01-06,2023-01-06,2023-01-06,t,t,,0.00,0.00,5555.56,0.00,1,,,,,,MANUAL,,,,1406,2023-01-06 09:48:00.799688,1406,2023-01-06 09:48:00.799688
1031,1,,75,,19,PROC(36670.49082) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (19), originado por Bmtca, através da transação 49082 com a quantidade de 25 ucs. Pagamento  a vista.",DOC.36670.49082,2023-01-10,2022-12-14,2022-12-14,f,f,ASSETS,0.00,0.00,2525.00,0.00,1,49082,,,,,AUTOMATIC,,,,0,2022-12-14 15:08:17.481196,0,2022-12-14 15:08:17.481196
1032,1,,76,,19,PROC(36670.49098) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (19), originado por Bmtca, através da transação 49098 com a quantidade de 15 ucs. Pagamento  a vista.",DOC.36670.49098,2023-01-10,2022-12-14,2022-12-14,f,f,ASSETS,0.00,0.00,1515.00,0.00,1,49098,,,,,AUTOMATIC,,,,0,2022-12-14 15:08:17.49458,0,2022-12-14 15:08:17.49458
1033,1,,77,,19,PROC(36670.49119) 1/1,ACTUAL,"Conta a pagar referente ao processamento de Pedido de Compra com ID (19), originado por Bmtca, através da transação 49119 com a quantidade de 20 ucs. Pagamento  a vista.",DOC.36670.49119,2023-01-10,2022-12-14,2022-12-14,f,f,ASSETS,0.00,0.00,2020.00,0.00,1,49119,,,,,AUTOMATIC,,,,0,2022-12-14 15:08:17.50813,0,2022-12-14 15:08:17.50813
