id,composition_register_type,barcode,supplier_id,our_number,branch_company_id,titles_amount,discount_amount,increase_amount,payment_total_amount,fee_amount,due_date,extension_date,liquidation_date,remittance_generated,paid,contributing_supplier_id,beneficiary_id,title_issuer_id,created_by,created_date,last_modified_by,last_modified_date
127,BILLET,00190000090348828300700011759172191900000008440,295,34882830000011759,1,84.40,0.00,0.00,84.40,0.00,2022-12-05,,,t,t,,,,890,2022-12-05 10:22:30.219307,890,2022-12-05 10:22:30.219307
130,BILLET,23792036039000000339335001096409191890000116290,439,09000000339353,1,1162.90,0.00,0.00,1162.90,0.00,2022-12-04,,,t,t,,,,890,2022-12-05 10:49:29.671131,890,2022-12-05 10:49:29.671131
124,BILLET,23792981089005000008361000399909491900000830396,79,09005000008618,1,8303.96,0.00,0.00,8303.96,0.00,2022-12-05,,,t,t,,,,890,2022-12-05 09:54:05.759127,890,2022-12-05 09:54:05.759127
131,BILLET,75691500430112413200000163430085191910000010000,92,16343,1,100.00,0.00,0.00,100.00,0.00,2022-12-06,,,t,t,,,,890,2022-12-06 09:46:58.000342,890,2022-12-06 09:46:58.000342
122,BILLET,34191090162414048339722650090008192010000015558,420,1241404,1,155.58,0.00,0.00,155.58,0.00,2022-12-16,,,t,t,,,,890,2022-12-02 13:36:08.003377,890,2022-12-02 13:36:08.003377
132,BILLET,23793381286000266638068000050804691910000253500,442,26000266638688,1,2535.00,0.00,0.00,2535.00,0.00,2022-12-06,,,t,t,,,,890,2022-12-06 11:25:01.812211,890,2022-12-06 11:25:01.812211
136,COMPOSITION,,136,,1,70.13,,,70.13,,,,,f,f,,,,890,2022-12-07 14:07:46.194028,890,2022-12-07 14:07:46.194028
454,COMPOSITION,,28,,1,257.51,,,257.51,,,,,t,t,,,,1406,2023-03-28 10:34:30.326374,1406,2023-03-28 10:34:30.326374
495,COMPOSITION,,352,,1,71.91,,,71.91,,,,,f,f,,,,1406,2023-04-10 13:57:24.248253,1406,2023-04-10 13:57:24.248253
199,COMPOSITION,,91,,1,70.13,,,70.13,,,,,f,f,,,,890,2022-12-12 12:15:47.967011,890,2022-12-12 12:15:47.967011
163,COMPOSITION,,137,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.756552,890,2022-12-07 14:07:46.756552
123,BILLET,00190000090319409800402565679178891940000032201,32,2565679,1,322.01,0.00,0.00,322.01,0.00,2022-12-09,,,t,t,,,,890,2022-12-02 13:37:12.100085,890,2022-12-02 13:37:12.100085
144,COMPOSITION,,328,,1,70.14,,,70.14,,,,,f,f,,,,890,2022-12-07 14:07:46.411072,890,2022-12-07 14:07:46.411072
145,COMPOSITION,,329,,1,70.14,,,70.14,,,,,f,f,,,,890,2022-12-07 14:07:46.433615,890,2022-12-07 14:07:46.433615
121,BILLET,00190000090319409800402565640170491940000032201,32,2565640,1,322.01,0.00,0.00,322.01,0.00,2022-12-09,,,t,t,,,,890,2022-12-02 13:34:46.986274,890,2022-12-02 13:34:46.986274
497,COMPOSITION,,184,,1,71.91,,,71.91,,,,,f,f,,,,1406,2023-04-10 13:57:24.293836,1406,2023-04-10 13:57:24.293836
201,COMPOSITION,,418,,1,70.13,,,70.13,,,,,f,f,,,,890,2022-12-12 12:15:47.99795,890,2022-12-12 12:15:47.99795
218,BILLET,23793380032000371931582000342103792050000004815,293,02000371931829,1,48.15,0.00,0.00,48.15,0.00,2022-12-20,,,t,t,,,,1406,2022-12-14 09:45:59.630732,1406,2022-12-14 09:47:08.079906
168,COMPOSITION,,11,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.850031,890,2022-12-07 14:07:46.850031
171,COMPOSITION,,335,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.907048,890,2022-12-07 14:07:46.907048
172,COMPOSITION,,336,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.925166,890,2022-12-07 14:07:46.925166
229,BILLET,70790001182112697040508214266358792050002359537,309,000112100821426635,1,23595.37,0.00,0.00,23595.37,0.00,2022-12-20,,,t,t,,,,1406,2022-12-15 08:29:23.731863,1406,2022-12-16 08:24:59.774763
175,COMPOSITION,,339,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.978281,890,2022-12-07 14:07:46.978281
176,COMPOSITION,,340,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.998544,890,2022-12-07 14:07:46.998544
177,COMPOSITION,,341,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:47.02716,890,2022-12-07 14:07:47.02716
501,COMPOSITION,,284,,1,76.63,,,76.63,,,,,f,f,,,,1406,2023-04-10 13:57:24.401893,1406,2023-04-10 13:57:24.401893
234,BILLET,34191090162563893339722650090008192220000030624,420,1256389,1,306.24,0.00,0.00,306.24,0.00,2023-01-06,,,t,t,,,,1406,2022-12-22 15:16:52.274375,1406,2022-12-22 15:16:52.274375
235,BILLET,00190000090319409800402584493171292150000230533,32,0002584493,1,2305.33,0.00,0.00,2305.33,0.00,2022-12-30,,,t,t,,,,1406,2022-12-22 15:18:45.790033,1406,2022-12-22 15:18:45.790033
219,BILLET,34191090080659834311672571170009692050000059900,306,109000659834,1,599.00,0.00,0.00,599.00,0.00,2022-12-20,,,t,t,,,,1406,2022-12-14 10:00:03.736797,1406,2022-12-14 10:00:03.736797
232,BILLET,34191092898763408293480145580009192350001150000,5,109288763408,1,11500.00,0.00,0.00,11500.00,0.00,2023-01-19,,,t,t,,,,1406,2022-12-20 15:32:50.44319,1406,2022-12-20 15:32:50.44319
238,BILLET,00190000090348828300700012244174192180000039121,295,34882830000012244,1,391.21,0.00,0.00,391.21,0.00,2023-01-02,,,t,t,,,,1406,2023-01-02 08:26:16.539367,1406,2023-01-02 08:27:03.167903
252,BILLET,34191092899432938293480145580009192490000044000,5,109289432938,1,440.00,0.00,0.00,440.00,0.00,2023-02-02,,,t,t,,,,1406,2023-01-04 09:17:12.811836,1406,2023-01-04 09:17:12.811836
250,BILLET,34191570070002064933152201000008492210000900000,88,15700000206,1,9000.00,0.00,0.00,9000.00,0.00,2023-01-05,,,t,t,,,,1406,2023-01-02 17:09:13.455186,1406,2023-01-02 17:09:24.471015
255,BILLET,34191092899565570293480145580009592510000066000,5,109289565570,1,660.00,0.00,0.00,660.00,0.00,2023-02-04,,,t,t,,,1,1406,2023-01-09 09:41:07.112001,1406,2023-01-09 09:41:07.112001
246,BILLET,03399699255870002398780809701016192270002312599,409,0002398808097,1,23125.99,0.00,0.00,23125.99,0.00,2023-01-11,,,t,t,,,,1406,2023-01-02 11:19:55.198202,1406,2023-01-02 11:19:55.198202
187,COMPOSITION,,104,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.770998,890,2022-12-12 12:15:47.770998
188,COMPOSITION,,161,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.789708,890,2022-12-12 12:15:47.789708
280,BILLET,00190000090347897900200001179175492340000037186,111,34789790000001179,1,371.86,0.00,0.00,371.86,0.00,2023-01-18,,,t,t,,,,890,2023-01-18 11:55:23.582214,890,2023-01-18 11:55:23.582214
189,COMPOSITION,,283,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.817474,890,2022-12-12 12:15:47.817474
256,BILLET,00190000090348828300700012798179192390000024688,295,34882830000012798,1,246.88,0.00,0.00,246.88,0.00,2023-01-23,,,t,t,,,,1406,2023-01-09 09:44:58.724253,1406,2023-01-09 09:44:58.724253
190,COMPOSITION,,69,,1,140.26,,,140.26,,,,,t,t,,,,890,2022-12-12 12:15:47.838717,890,2022-12-12 12:15:47.838717
184,COMPOSITION,,343,,1,70.14,,,70.14,,,,,t,t,,,,890,2022-12-12 12:15:47.720651,890,2022-12-12 12:15:47.720651
185,COMPOSITION,,378,,1,70.14,,,70.14,,,,,t,t,,,,890,2022-12-12 12:15:47.733034,890,2022-12-12 12:15:47.733034
429,BILLET,00190000090319936300700074745175592910000018700,297,31993630000074745,1,187.00,0.00,0.00,187.00,0.00,2023-03-16,,,t,t,,,,1406,2023-03-14 17:59:38.399625,1406,2023-03-14 17:59:38.399625
253,BILLET,23793381286000450115588000050802492220000253500,517,26000450115884,1,2535.00,0.00,0.00,2535.00,0.00,2023-01-06,,,t,t,,,,1406,2023-01-06 09:14:19.717074,1406,2023-01-06 09:14:19.717074
230,BILLET,23791423069000000002779000873806192110000034000,491,09000000002790,1,340.00,0.00,0.00,340.00,0.00,2022-12-26,,,t,t,,,,1406,2022-12-15 17:19:26.01462,1406,2022-12-15 17:19:46.421559
213,BILLET,34191090085435365663701993440005492000000078186,454,109005435365,1,781.86,0.00,0.00,781.86,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 16:01:49.286233,890,2022-12-14 08:39:22.886876
496,COMPOSITION,,24,,1,71.91,,,71.91,,,,,t,t,,,,1406,2023-04-10 13:57:24.270782,1406,2023-04-10 13:57:24.270782
210,BILLET,34191090085435324663701993440005492000000108064,454,109005435324,1,1080.64,0.00,0.00,1080.64,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 15:37:44.883012,890,2022-12-14 08:38:02.40536
207,BILLET,75691335100100316150006071130014292000000032016,292,000000607113,1,320.16,0.00,0.00,320.16,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 15:19:16.694203,890,2022-12-14 08:35:45.813806
214,BILLET,23793380032000371753391000342104792000000029536,293,002000371753912,1,295.36,0.00,0.00,295.36,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 16:08:05.477931,890,2022-12-14 08:40:13.932277
211,BILLET,34191090085435332663701993440005892000000074493,454,109005435332,1,744.93,0.00,0.00,744.93,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 15:45:09.660427,890,2022-12-14 08:38:34.518252
208,BILLET,34191090085435308663701993440005692000000075302,454,109005435308,1,753.02,0.00,0.00,753.02,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 15:26:49.610808,890,2022-12-14 08:37:07.302082
215,BILLET,00190000090322497600500001812171192010000242400,36,32249760000001812,1,2424.00,0.00,0.00,2424.00,0.00,2022-12-16,,,t,t,,,,890,2022-12-14 08:51:53.207861,890,2022-12-14 08:52:14.492583
212,BILLET,34191090085435340663701993440005192000000074150,454,109005435340,1,741.50,0.00,0.00,741.50,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 15:55:06.505493,890,2022-12-14 08:38:55.416317
228,BILLET,00190000090347897900200001009174192010000037186,111,34789790000001009,1,371.86,0.00,0.00,371.86,0.00,2022-12-16,,,t,t,,,,1406,2022-12-14 11:36:55.562803,1406,2022-12-14 11:38:14.795034
225,BILLET,00190000090319936300700069189173192010000018700,297,31993630000069189,1,187.00,0.00,0.00,187.00,0.00,2022-12-16,,,t,t,,,,1406,2022-12-14 11:10:55.078897,1406,2022-12-14 11:13:12.602897
220,BILLET,10498296567000010004300263120040792050000014990,308,140000000026312005,1,149.90,0.00,0.00,149.90,0.00,2022-12-20,,,t,t,,,,1406,2022-12-14 10:19:36.019528,1406,2022-12-14 10:20:50.509727
231,BILLET,23792374033000302941793000372404792120000192213,369,00300030294193P,1,1922.13,0.00,0.00,1922.13,0.00,2022-12-27,,,t,t,,,,1406,2022-12-19 09:16:59.842827,1406,2022-12-19 09:18:46.632093
236,BILLET,00190000090315311200200004645172192180000061024,109,00031531120000004645,1,610.24,0.00,0.00,610.24,0.00,2023-01-02,,,t,t,,,,1406,2022-12-23 08:16:02.316072,1406,2023-01-02 08:34:20.919514
240,BILLET,34191090998775491849552104710000992170000177562,39,109098775491,1,1775.62,0.00,0.00,1775.62,0.00,2023-01-01,,,t,t,,,,1406,2023-01-02 08:37:24.559016,1406,2023-01-02 08:38:47.269035
239,BILLET,00190000090322497600500001961176992180000242400,36,32249760000001961,1,2424.00,0.00,0.00,2424.00,0.00,2023-01-02,,,t,t,,,,1406,2023-01-02 08:32:07.270666,1406,2023-01-02 08:32:07.270666
251,BILLET,34191090080749876783420039950009492210000043600,33,000749876,1,436.00,0.00,0.00,436.00,0.00,2023-01-05,,,t,t,,,,1406,2023-01-02 17:24:17.168964,1406,2023-01-04 08:57:11.547963
226,BILLET,03399534655410006095076368501011692150000089239,388,000000006095763685,1,892.39,0.00,0.00,892.39,0.00,2022-12-30,,,t,t,,,,1406,2022-12-14 11:21:40.946772,1406,2022-12-14 11:23:32.405816
242,BILLET,23792981089005000009117000399901292210000839677,79,09005000009177,1,8396.77,0.00,0.00,8396.77,0.00,2023-01-05,,,t,t,,,,1406,2023-01-02 10:56:56.963411,1406,2023-01-02 10:58:15.443718
186,COMPOSITION,,29,,1,350.65,,,350.65,,,,,t,t,,,,890,2022-12-12 12:15:47.754709,890,2022-12-12 12:15:47.754709
448,BILLET,21290001191210123950202661693842393020000120000,594,0001911200266169384,1,1200.00,0.00,0.00,1200.00,0.00,2023-03-27,,,t,t,,,,1406,2023-03-27 10:34:27.077526,1406,2023-03-27 10:34:27.077526
254,BILLET,07797777395167283799703191241748992220000066000,78,7777351672837990319124174,1,660.00,0.00,0.00,660.00,0.00,2023-01-06,,,t,t,,,,1406,2023-01-06 09:58:00.907524,1406,2023-01-06 09:58:00.907524
266,COMPOSITION,,91,,1,70.13,,,70.13,,,,,f,f,,,,890,2023-01-10 11:33:51.910983,890,2023-01-10 11:33:51.910983
245,BILLET,75691500430112413200000163500093392220000010000,92,16350,1,100.00,0.00,0.00,100.00,0.00,2023-01-06,,,t,t,,,,1406,2023-01-02 11:13:21.325344,1406,2023-01-02 11:14:34.423246
268,COMPOSITION,,15,,1,71.50,,,71.50,,,,,f,f,,,,890,2023-01-10 11:33:51.9308,890,2023-01-10 11:33:51.9308
313,COMPOSITION,,29,,1,719.10,,,719.10,,,,,t,t,,,,890,2023-02-03 08:50:43.478742,890,2023-02-03 08:50:43.478742
311,COMPOSITION,,187,,1,71.91,,,71.91,,,,,f,f,,,,890,2023-02-03 08:50:43.04156,890,2023-02-03 08:50:43.04156
315,COMPOSITION,,60,,1,215.73,,,215.73,,,,,t,t,,,,890,2023-02-03 08:50:43.705753,890,2023-02-03 08:50:43.705753
317,COMPOSITION,,104,,1,143.82,,,143.82,,,,,t,t,,,,890,2023-02-03 08:50:43.818405,890,2023-02-03 08:50:43.818405
314,COMPOSITION,,69,,1,143.82,,,143.82,,,,,t,t,,,,890,2023-02-03 08:50:43.595788,890,2023-02-03 08:50:43.595788
452,BILLET,75590003319245087002428638699844493290001168000,5,22863869,1,11680.00,0.00,0.00,11680.00,0.00,2023-04-23,,,t,t,,,,1406,2023-03-28 10:21:04.093396,1406,2023-03-28 10:21:04.093396
181,BILLET,07797777395167035573730657287071591930000066000,78,777351670355733065728707,1,660.00,0.00,0.00,660.00,0.00,2022-12-08,,,t,t,,,,890,2022-12-08 09:30:44.072661,890,2022-12-08 09:30:44.072661
135,COMPOSITION,,135,,1,70.13,,,70.13,,,,,t,f,,,,890,2022-12-07 14:07:46.15104,890,2022-12-07 14:07:46.15104
137,COMPOSITION,,55,,1,354.41,,,354.41,,,,,t,f,,,,890,2022-12-07 14:07:46.219725,890,2022-12-07 14:07:46.219725
138,COMPOSITION,,60,,1,282.41,,,282.41,,,,,t,f,,,,890,2022-12-07 14:07:46.249661,890,2022-12-07 14:07:46.249661
167,COMPOSITION,,142,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.833082,890,2022-12-07 14:07:46.833082
142,COMPOSITION,,123,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.346817,890,2022-12-07 14:07:46.346817
209,BILLET,34191090085435316663701993440005192000000076862,454,109005435316,1,768.62,0.00,0.00,768.62,0.00,2022-12-15,,,t,t,,,,890,2022-12-13 15:30:49.948742,890,2022-12-14 08:37:33.810749
150,COMPOSITION,,127,,1,70.14,,,70.14,,,,,f,f,,,,890,2022-12-07 14:07:46.527964,890,2022-12-07 14:07:46.527964
143,COMPOSITION,,124,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.369329,890,2022-12-07 14:07:46.369329
147,COMPOSITION,,69,,1,284.28,,,284.28,,,,,t,f,,,,890,2022-12-07 14:07:46.476196,890,2022-12-07 14:07:46.476196
148,COMPOSITION,,330,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.493031,890,2022-12-07 14:07:46.493031
149,COMPOSITION,,126,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.509359,890,2022-12-07 14:07:46.509359
200,COMPOSITION,,266,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.982852,890,2022-12-12 12:15:47.982852
151,COMPOSITION,,131,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.542332,890,2022-12-07 14:07:46.542332
152,COMPOSITION,,133,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.55713,890,2022-12-07 14:07:46.55713
153,COMPOSITION,,134,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.572268,890,2022-12-07 14:07:46.572268
156,COMPOSITION,,301,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.624218,890,2022-12-07 14:07:46.624218
158,COMPOSITION,,332,,1,70.14,,,70.14,,,,,t,f,,,,890,2022-12-07 14:07:46.65686,890,2022-12-07 14:07:46.65686
159,COMPOSITION,,327,,1,142.13,,,142.13,,,,,t,f,,,,890,2022-12-07 14:07:46.679475,890,2022-12-07 14:07:46.679475
191,COMPOSITION,,54,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.853534,890,2022-12-12 12:15:47.853534
162,COMPOSITION,,347,,1,142.13,,,142.13,,,,,t,f,,,,890,2022-12-07 14:07:46.738678,890,2022-12-07 14:07:46.738678
164,COMPOSITION,,138,,1,72.00,,,72.00,,,,,t,f,,,,890,2022-12-07 14:07:46.780998,890,2022-12-07 14:07:46.780998
194,COMPOSITION,,233,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.894847,890,2022-12-12 12:15:47.894847
221,BILLET,23792477099220600000930002614607692120000250000,368,09220600000309,1,2500.00,0.00,0.00,2500.00,0.00,2022-12-27,,,t,t,,,,1406,2022-12-14 10:31:53.628492,1406,2022-12-14 10:32:58.611435
195,COMPOSITION,,55,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.913293,890,2022-12-12 12:15:47.913293
169,COMPOSITION,,148,,1,72.00,,,72.00,,,,,t,f,,,,890,2022-12-07 14:07:46.867705,890,2022-12-07 14:07:46.867705
202,COMPOSITION,,51,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:48.012809,890,2022-12-12 12:15:48.012809
173,COMPOSITION,,337,,1,72.00,,,72.00,,,,,t,f,,,,890,2022-12-07 14:07:46.942582,890,2022-12-07 14:07:46.942582
174,COMPOSITION,,338,,1,72.00,,,72.00,,,,,t,f,,,,890,2022-12-07 14:07:46.960939,890,2022-12-07 14:07:46.960939
178,COMPOSITION,,348,,1,144.00,,,144.00,,,,,t,f,,,,890,2022-12-07 14:07:47.059368,890,2022-12-07 14:07:47.059368
196,COMPOSITION,,60,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.927003,890,2022-12-12 12:15:47.927003
216,BILLET,03399079250390000000500234701019192030000036000,411,0000000002347,1,360.00,0.00,0.00,360.00,0.00,2022-12-18,,,t,t,,,,1406,2022-12-14 09:05:37.347722,1406,2022-12-14 09:07:38.095896
170,COMPOSITION,,412,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.886818,890,2022-12-07 14:07:46.886818
197,COMPOSITION,,102,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.940989,890,2022-12-12 12:15:47.940989
161,COMPOSITION,,334,,1,70.13,,,70.13,,,,,f,f,,,,890,2022-12-07 14:07:46.715265,890,2022-12-07 14:07:46.715265
141,COMPOSITION,,54,,1,354.41,,,354.41,,,,,t,t,,,,890,2022-12-07 14:07:46.32554,890,2022-12-07 14:07:46.32554
146,COMPOSITION,,125,,1,70.14,,,70.14,,,,,t,t,,,,890,2022-12-07 14:07:46.450325,890,2022-12-07 14:07:46.450325
134,COMPOSITION,,29,,1,1347.49,,,1347.49,,,,,t,t,,,,890,2022-12-07 14:07:46.071383,890,2022-12-07 14:07:46.071383
179,COMPOSITION,,413,,1,144.00,,,144.00,,,,,t,t,,,,890,2022-12-07 14:07:47.080636,890,2022-12-07 14:07:47.080636
217,BILLET,23792374039000009126532000870009892040000791947,294,09000009126328,1,7919.47,0.00,0.00,7919.47,0.00,2022-12-19,,,t,t,,,,1406,2022-12-14 09:13:32.896417,1406,2022-12-15 08:03:43.481862
198,COMPOSITION,,350,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.954294,890,2022-12-12 12:15:47.954294
193,COMPOSITION,,219,,1,70.13,,,70.13,,,,,t,t,,,,890,2022-12-12 12:15:47.881413,890,2022-12-12 12:15:47.881413
165,COMPOSITION,,140,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.798139,890,2022-12-07 14:07:46.798139
139,COMPOSITION,,374,,1,212.27,,,212.27,,,,,t,t,,,,890,2022-12-07 14:07:46.280493,890,2022-12-07 14:07:46.280493
180,BILLET,10494762762000010004800000109538591930000104000,444,140000000000010958,1,1040.00,0.00,0.00,1040.00,0.00,2022-12-08,,,t,t,,,,890,2022-12-08 09:19:11.436998,890,2022-12-08 09:19:11.436998
166,COMPOSITION,,141,,1,72.00,,,72.00,,,,,f,f,,,,890,2022-12-07 14:07:46.81565,890,2022-12-07 14:07:46.81565
247,BILLET,00190000090348828300700012641171392250000005919,295,34882830000012641,1,59.19,0.00,0.00,59.19,0.00,2023-01-09,,,t,t,,,,1406,2023-01-02 13:46:49.557304,1406,2023-01-02 13:46:49.557304
140,COMPOSITION,,122,,1,70.14,,,70.14,,,,,f,f,,,,890,2022-12-07 14:07:46.298263,890,2022-12-07 14:07:46.298263
203,COMPOSITION,,146,,1,70.13,,,70.13,,,,,f,f,,,,890,2022-12-12 12:15:48.029844,890,2022-12-12 12:15:48.029844
227,BILLET,03399534655410006079449499301015192160000071544,388,000000006079494993,1,715.44,0.00,0.00,715.44,0.00,2022-12-31,,,t,t,,,,1406,2022-12-14 11:33:25.81681,1406,2022-12-14 11:33:25.81681
233,BILLET,34191091070061302076791008760000792330000017999,6,10910006130,1,179.99,0.00,0.00,179.99,0.00,2023-01-17,,,t,t,,,,1406,2022-12-22 09:12:23.266946,1406,2022-12-22 09:12:23.266946
237,BILLET,23794150099003107446252000211400900000000000000,3,0903107446526,1,43346.11,0.00,0.00,43346.11,0.00,2022-12-25,,,f,f,,,,890,2022-12-23 09:21:56.155587,890,2022-12-23 09:21:56.155587
321,COMPOSITION,,255,,1,71.91,,,71.91,,,,,t,t,,,,890,2023-02-03 08:50:44.033069,890,2023-02-03 08:50:44.033069
453,BILLET,75691324620101058720001158160018993030000017035,595,115816,1,170.35,0.00,0.00,170.35,0.00,2023-03-28,,,t,t,,,,1406,2023-03-28 10:26:42.793135,1406,2023-03-28 10:26:42.793135
257,COMPOSITION,,29,,1,356.13,,,356.13,,,,,t,t,,,,890,2023-01-10 11:33:51.818887,890,2023-01-10 11:33:51.818887
270,COMPOSITION,,361,,1,71.50,,,71.50,,,,,t,t,,,,890,2023-01-10 11:33:51.960458,890,2023-01-10 11:33:51.960458
264,COMPOSITION,,243,,1,70.13,,,70.13,,,,,t,t,,,,890,2023-01-10 11:33:51.889377,890,2023-01-10 11:33:51.889377
262,COMPOSITION,,54,,1,70.13,,,70.13,,,,,t,t,,,,890,2023-01-10 11:33:51.868457,890,2023-01-10 11:33:51.868457
260,COMPOSITION,,104,,1,70.13,,,70.13,,,,,t,t,,,,890,2023-01-10 11:33:51.849504,890,2023-01-10 11:33:51.849504
267,COMPOSITION,,51,,1,70.13,,,70.13,,,,,t,t,,,,890,2023-01-10 11:33:51.920217,890,2023-01-10 11:33:51.920217
261,COMPOSITION,,102,,1,71.50,,,71.50,,,,,t,t,,,,890,2023-01-10 11:33:51.859471,890,2023-01-10 11:33:51.859471
258,COMPOSITION,,69,,1,71.50,,,71.50,,,,,t,t,,,,890,2023-01-10 11:33:51.830283,890,2023-01-10 11:33:51.830283
283,BILLET,23793380032000372793819000342105292360000053310,293,002000372793195,1,533.10,0.00,0.00,533.10,0.00,2023-01-20,,,t,t,,,,890,2023-01-20 09:15:23.267417,890,2023-01-20 09:15:23.267417
259,COMPOSITION,,60,,1,71.50,,,71.50,,,,,t,t,,,,890,2023-01-10 11:33:51.838956,890,2023-01-10 11:33:51.838956
263,COMPOSITION,,55,,1,70.13,,,70.13,,,,,t,t,,,,890,2023-01-10 11:33:51.879145,890,2023-01-10 11:33:51.879145
279,BILLET,23791423069000000003516000873808592360000018000,491,09000000003169,1,180.00,0.00,0.00,180.00,0.00,2023-01-20,,,t,t,,,,1406,2023-01-16 10:26:26.504809,1406,2023-01-16 10:26:26.504809
269,COMPOSITION,,412,,1,71.50,,,71.50,,,,,f,f,,,,890,2023-01-10 11:33:51.943382,890,2023-01-10 11:33:51.943382
284,BILLET,23793381286008759059622000063309992360000030000,530,2600875905922,1,300.00,0.00,0.00,300.00,0.00,2023-01-20,,,t,t,,,,890,2023-01-20 09:33:59.167075,890,2023-01-20 09:33:59.167075
265,COMPOSITION,,270,,1,70.13,,,70.13,,,,,f,f,,,,890,2023-01-10 11:33:51.898823,890,2023-01-10 11:33:51.898823
274,BILLET,03399699255870002522275447001019592280000019341,525,0002522754470,1,193.41,0.00,0.00,193.41,0.00,2023-01-12,,,t,t,,,,890,2023-01-12 10:01:30.118016,890,2023-01-12 10:01:30.118016
289,BILLET,34191092970313416293680145580009292700000570000,5,109290313416,1,5700.00,0.00,0.00,5700.00,0.00,2023-02-23,,,t,t,,,,1406,2023-01-25 10:21:31.935204,1406,2023-01-25 10:21:31.935204
290,BILLET,34191092970320874293680145580009192700000396000,5,109290320874,1,3960.00,0.00,0.00,3960.00,0.00,2023-02-23,,,t,t,,,,1406,2023-01-25 10:22:37.846752,1406,2023-01-25 10:22:37.846752
288,BILLET,75691305400109521920807033760013692410000103473,536,0000703376,1,1034.73,0.00,0.00,1034.73,0.00,2023-01-25,,,t,t,,,,1406,2023-01-25 08:37:38.802491,1406,2023-01-25 08:37:38.802491
291,BILLET,23794150099003148965267000211408900000000000000,3,0903148965678,1,18153.16,0.00,0.00,18153.16,0.00,2023-01-25,,,t,t,,,,933,2023-01-25 11:15:41.348983,933,2023-01-25 11:15:41.348983
285,BILLET,00190000090315311200200004678173992390000228883,109,00031531120000004678,1,2288.83,0.00,0.00,2288.83,0.00,2023-01-23,,,t,t,,,,890,2023-01-23 10:05:03.846693,890,2023-01-23 10:05:03.846693
87,COMPOSITION,,374,,1,140.82,,,140.82,,,,,t,t,,,,890,2022-11-10 12:08:54.538754,890,2022-11-10 12:08:54.538754
293,BILLET,03399943032450000020389491001015692720000015710,449,20894910,1,157.10,0.00,0.00,157.10,0.00,2023-02-25,,,t,t,,,,1406,2023-01-26 13:36:32.44001,1406,2023-01-26 13:36:32.44001
294,BILLET,03399943032450000020389511901012792720000015710,449,20895119,1,157.10,0.00,0.00,157.10,0.00,2023-02-25,,,t,t,,,,1406,2023-01-26 13:39:42.079702,1406,2023-01-26 13:39:42.079702
278,BILLET,34191090080677968311672571170009892360000059900,306,109000677968,1,599.00,0.00,0.00,599.00,0.00,2023-01-20,,,t,t,,,,1406,2023-01-16 10:15:13.209861,1406,2023-01-16 10:15:13.209861
