id,bill_to_pay_id,payment_date,payment_type,paid_amount,interest,fine,discount,created_by,last_modified_by,created_date,last_modified_date,automatic
1301,1484,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.484226,2023-01-11 16:56:39.484226,t
1302,1458,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.504907,2023-01-11 16:56:39.504907,t
1303,1445,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.527232,2023-01-11 16:56:39.527232,t
1304,1432,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.54798,2023-01-11 16:56:39.54798,t
1305,1406,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.568922,2023-01-11 16:56:39.568922,t
1306,1380,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.591367,2023-01-11 16:56:39.591367,t
1307,1584,2023-01-11,PAYMENT_Q,708.24,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.613999,2023-01-11 16:56:39.613999,t
1308,1571,2023-01-11,PAYMENT_Q,796.77,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.635286,2023-01-11 16:56:39.635286,t
1309,1558,2023-01-11,PAYMENT_Q,796.77,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.657793,2023-01-11 16:56:39.657793,t
1310,1545,2023-01-11,PAYMENT_Q,973.83,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.679543,2023-01-11 16:56:39.679543,t
1311,1519,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.701408,2023-01-11 16:56:39.701408,t
1312,1506,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.721767,2023-01-11 16:56:39.721767,t
1313,1493,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.742818,2023-01-11 16:56:39.742818,t
1314,1480,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.762979,2023-01-11 16:56:39.762979,t
1315,1467,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.784166,2023-01-11 16:56:39.784166,t
1316,1454,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.806025,2023-01-11 16:56:39.806025,t
1317,1556,2023-01-11,PAYMENT_Q,708.24,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.827181,2023-01-11 16:56:39.827181,t
1318,1517,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.848616,2023-01-11 16:56:39.848616,t
1319,1504,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.870625,2023-01-11 16:56:39.870625,t
1865,2159,2023-03-16,PAYMENT_Q,297.05,0.00,0.00,0.00,1406,1406,2023-03-16 15:24:49.401043,2023-03-16 15:24:49.401043,t
1321,1465,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.915495,2023-01-11 16:56:39.915495,t
1322,1452,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.937423,2023-01-11 16:56:39.937423,t
1323,1439,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.959336,2023-01-11 16:56:39.959336,t
1324,1413,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:39.980872,2023-01-11 16:56:39.980872,t
1325,1400,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.002407,2023-01-11 16:56:40.002407,t
1326,1387,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.023504,2023-01-11 16:56:40.023504,t
1327,1578,2023-01-11,PAYMENT_Q,708.24,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.044421,2023-01-11 16:56:40.044421,t
1328,1565,2023-01-11,PAYMENT_Q,796.77,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.065656,2023-01-11 16:56:40.065656,t
1873,2220,2023-01-24,PAYMENT_Q,757.89,0.00,0.00,0.00,1406,1406,2023-03-17 13:44:38.70602,2023-03-17 13:44:38.70602,f
1330,1487,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.109474,2023-01-11 16:56:40.109474,t
1331,1461,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.130635,2023-01-11 16:56:40.130635,t
1332,1422,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.151865,2023-01-11 16:56:40.151865,t
1874,2221,2023-01-24,PAYMENT_Q,13026.26,0.00,0.00,0.00,1406,1406,2023-03-17 13:46:36.162676,2023-03-17 13:46:36.162676,f
1334,1370,2023-01-11,PAYMENT_Q,26204.88,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.197378,2023-01-11 16:56:40.197378,t
1335,1574,2023-01-11,PAYMENT_Q,796.77,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.218217,2023-01-11 16:56:40.218217,t
1336,1561,2023-01-11,PAYMENT_Q,796.77,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.239094,2023-01-11 16:56:40.239094,t
1337,1522,2023-01-11,PAYMENT_Q,6551.22,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.260281,2023-01-11 16:56:40.260281,t
1338,1509,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.281687,2023-01-11 16:56:40.281687,t
1339,1496,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.303413,2023-01-11 16:56:40.303413,t
1340,1470,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.324891,2023-01-11 16:56:40.324891,t
1341,1457,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.345842,2023-01-11 16:56:40.345842,t
1342,1444,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.36758,2023-01-11 16:56:40.36758,t
1343,1405,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.390736,2023-01-11 16:56:40.390736,t
1344,1392,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.413357,2023-01-11 16:56:40.413357,t
1345,1583,2023-01-11,PAYMENT_Q,708.24,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.434012,2023-01-11 16:56:40.434012,t
1346,1570,2023-01-11,PAYMENT_Q,796.77,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.456476,2023-01-11 16:56:40.456476,t
1347,1557,2023-01-11,PAYMENT_Q,796.77,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.478698,2023-01-11 16:56:40.478698,t
1348,1544,2023-01-11,PAYMENT_Q,885.30,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.50071,2023-01-11 16:56:40.50071,t
1349,1518,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.52195,2023-01-11 16:56:40.52195,t
1350,1505,2023-01-11,PAYMENT_Q,88.53,0.00,0.00,0.00,890,890,2023-01-11 16:56:40.543327,2023-01-11 16:56:40.543327,t
1351,1617,2023-01-12,PAYMENT_Q,193.41,0.00,0.00,0.00,890,890,2023-01-13 10:14:39.82397,2023-01-13 10:14:39.82397,t
1352,1619,2023-01-12,PAYMENT_Q,2708.86,0.00,0.00,0.00,890,890,2023-01-13 10:15:36.263734,2023-01-13 10:15:36.263734,t
1353,1618,2023-01-12,PAYMENT_Q,3224.61,0.00,0.00,0.00,890,890,2023-01-13 10:15:36.266794,2023-01-13 10:15:36.266794,t
1354,1604,2023-01-12,PAYMENT_Q,813.02,0.00,0.00,0.00,890,890,2023-01-13 10:15:52.97995,2023-01-13 10:15:52.97995,t
1355,1600,2023-01-12,PAYMENT_Q,1408.34,0.00,0.00,0.00,890,890,2023-01-13 10:15:52.982291,2023-01-13 10:15:52.982291,t
1356,1603,2023-01-12,PAYMENT_Q,162.70,0.00,0.00,0.00,890,890,2023-01-13 10:15:52.984003,2023-01-13 10:15:52.984003,t
1357,1602,2023-01-12,PAYMENT_Q,4662.94,0.00,0.00,0.00,890,890,2023-01-13 10:15:52.985525,2023-01-13 10:15:52.985525,t
1358,1605,2023-01-12,PAYMENT_Q,584.51,0.00,0.00,0.00,890,890,2023-01-13 10:15:52.987158,2023-01-13 10:15:52.987158,t
1359,1601,2023-01-12,PAYMENT_Q,4399.07,0.00,0.00,0.00,890,890,2023-01-13 10:16:02.248297,2023-01-13 10:16:02.248297,t
1360,1361,2023-01-13,PAYMENT_Q,1612.65,0.00,0.00,0.00,890,890,2023-01-17 10:20:42.348506,2023-01-17 10:20:42.348506,t
1361,1367,2023-01-13,PAYMENT_Q,2500.00,0.00,0.00,0.00,890,890,2023-01-17 10:20:42.350606,2023-01-17 10:20:42.350606,t
1362,1326,2023-01-13,PAYMENT_Q,1720.97,0.00,0.00,0.00,890,890,2023-01-17 10:20:42.370356,2023-01-17 10:20:42.370356,t
1363,1631,2023-01-16,PAYMENT_Q,439.93,0.00,0.00,0.00,1406,1406,2023-01-18 12:07:56.906635,2023-01-18 12:07:56.906635,f
1364,1633,2023-01-17,PAYMENT_Q,20.00,0.00,0.00,0.00,890,890,2023-01-18 15:01:23.207716,2023-01-18 15:01:23.207716,t
1365,1632,2023-01-17,PAYMENT_Q,81584.56,0.00,0.00,0.00,890,890,2023-01-18 15:01:23.221523,2023-01-18 15:01:23.221523,t
1366,1163,2023-01-17,PAYMENT_Q,179.99,0.00,0.00,0.00,890,890,2023-01-18 15:01:32.079888,2023-01-18 15:01:32.079888,t
1367,1635,2023-01-18,PAYMENT_Q,371.86,0.00,0.00,0.00,890,890,2023-01-19 09:49:20.06279,2023-01-19 09:49:20.06279,t
1368,1636,2023-01-18,PAYMENT_Q,180.00,0.00,0.00,0.00,890,890,2023-01-19 09:50:12.20355,2023-01-19 09:50:12.20355,t
1369,1637,2023-01-18,PAYMENT_Q,13102.44,0.00,0.00,0.00,890,890,2023-01-19 09:50:40.954766,2023-01-19 09:50:40.954766,t
1866,2213,2023-01-02,PAYMENT_Q,17.54,0.00,0.00,0.00,1406,1406,2023-03-17 11:51:56.667841,2023-03-17 11:51:56.667841,f
1876,1336,2022-12-22,PAYMENT_P,2500.00,0.00,0.00,0.00,1406,1406,2023-03-17 13:52:53.416597,2023-03-17 13:52:53.416597,f
1387,1644,2023-01-19,PAYMENT_Q,3012.67,0.00,0.00,0.00,890,890,2023-01-19 14:56:17.086928,2023-01-19 14:56:17.086928,t
1388,452,2023-01-20,PAYMENT_Q,72.45,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.485187,2023-01-20 12:30:33.485187,t
1389,525,2023-01-20,PAYMENT_Q,68.37,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.493558,2023-01-20 12:30:33.493558,t
1390,694,2023-01-20,PAYMENT_Q,72.00,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.51353,2023-01-20 12:30:33.51353,t
1391,628,2023-01-20,PAYMENT_Q,70.14,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.51932,2023-01-20 12:30:33.51932,t
1392,675,2023-01-20,PAYMENT_Q,70.13,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.525288,2023-01-20 12:30:33.525288,t
1393,796,2023-01-20,PAYMENT_Q,23.39,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.54971,2023-01-20 12:30:33.54971,t
1394,795,2023-01-20,PAYMENT_Q,23.37,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.554744,2023-01-20 12:30:33.554744,t
1395,794,2023-01-20,PAYMENT_Q,23.37,0.00,0.00,0.00,890,890,2023-01-20 12:30:33.560918,2023-01-20 12:30:33.560918,t
1396,1627,2023-01-20,PAYMENT_Q,599.00,0.00,0.00,0.00,890,890,2023-01-20 17:15:18.243704,2023-01-20 17:15:18.243704,t
1397,1645,2023-01-20,PAYMENT_Q,23595.24,0.00,0.00,0.00,890,890,2023-01-20 17:15:18.256907,2023-01-20 17:15:18.256907,t
1398,1328,2023-01-20,PAYMENT_Q,149.90,0.00,0.00,0.00,890,890,2023-01-20 17:15:28.743422,2023-01-20 17:15:28.743422,t
1399,1646,2023-01-20,PAYMENT_Q,533.10,0.00,0.00,0.00,890,890,2023-01-20 17:15:37.562223,2023-01-20 17:15:37.562223,t
1400,1629,2023-01-20,PAYMENT_Q,180.00,0.00,0.00,0.00,890,890,2023-01-20 17:15:45.379185,2023-01-20 17:15:45.379185,t
1401,1647,2023-01-20,PAYMENT_Q,300.00,0.00,0.00,0.00,890,890,2023-01-20 17:15:45.390593,2023-01-20 17:15:45.390593,t
1402,1628,2023-01-20,PAYMENT_Q,7864.00,0.00,0.00,0.00,890,890,2023-01-20 17:15:53.432719,2023-01-20 17:15:53.432719,t
1403,1653,2023-01-23,PAYMENT_Q,400.00,0.00,0.00,0.00,890,890,2023-01-23 11:35:22.033995,2023-01-23 11:35:22.033995,f
1404,985,2023-01-23,PAYMENT_Q,169.69,0.00,0.00,0.00,890,890,2023-01-23 15:13:51.782522,2023-01-23 15:13:51.782522,t
1405,1650,2023-01-23,PAYMENT_Q,7000.00,0.00,0.00,0.00,890,890,2023-01-23 15:13:51.792457,2023-01-23 15:13:51.792457,t
1406,1649,2023-01-23,PAYMENT_Q,125.72,0.00,0.00,0.00,890,890,2023-01-23 15:13:51.811499,2023-01-23 15:13:51.811499,t
1407,1651,2023-01-23,PAYMENT_Q,2288.83,0.00,0.00,0.00,890,890,2023-01-23 15:14:02.767244,2023-01-23 15:14:02.767244,t
1408,1652,2023-01-23,PAYMENT_Q,515.57,0.00,0.00,0.00,890,890,2023-01-23 15:14:02.805767,2023-01-23 15:14:02.805767,t
1409,1329,2023-01-23,PAYMENT_Q,246.88,0.00,0.00,0.00,890,890,2023-01-23 15:14:02.848367,2023-01-23 15:14:02.848367,t
1410,1686,2023-01-02,PAYMENT_Q,5664.00,0.00,0.00,0.00,1406,1406,2023-01-24 09:52:34.971224,2023-01-24 09:52:34.971224,f
1411,1688,2023-01-02,PAYMENT_Q,6963.44,0.00,0.00,0.00,1406,1406,2023-01-24 09:57:44.393963,2023-01-24 09:57:44.393963,f
1412,1689,2023-01-02,PAYMENT_Q,221.26,0.00,0.00,0.00,1406,1406,2023-01-24 10:00:11.644807,2023-01-24 10:00:11.644807,f
1413,1691,2023-01-16,PAYMENT_Q,500.00,0.00,0.00,0.00,1406,1406,2023-01-24 11:08:25.245848,2023-01-24 11:08:25.245848,f
1414,1692,2023-01-16,PAYMENT_Q,127.94,0.00,0.00,0.00,1406,1406,2023-01-24 11:23:19.985937,2023-01-24 11:23:19.985937,f
1415,1621,2023-01-16,PAYMENT_Q,320.16,0.00,0.00,0.00,1406,1406,2023-01-24 11:34:01.414004,2023-01-24 11:34:01.414004,f
1416,1622,2023-01-16,PAYMENT_Q,312.21,0.00,0.00,0.00,1406,1406,2023-01-24 11:35:47.586562,2023-01-24 11:35:47.586562,f
1417,1327,2023-01-16,PAYMENT_Q,187.00,0.00,0.00,0.00,1406,1406,2023-01-24 11:37:57.854222,2023-01-24 11:37:57.854222,f
1418,1697,2023-01-16,PAYMENT_Q,745.56,0.00,0.00,0.00,1406,1406,2023-01-24 11:57:14.840051,2023-01-24 11:57:14.840051,f
1419,1696,2023-01-16,PAYMENT_Q,1081.55,0.00,0.00,0.00,1406,1406,2023-01-24 11:57:31.256568,2023-01-24 11:57:31.256568,f
1420,1695,2023-01-16,PAYMENT_Q,753.66,0.00,0.00,0.00,1406,1406,2023-01-24 11:57:52.632639,2023-01-24 11:57:52.632639,f
1421,1694,2023-01-16,PAYMENT_Q,769.28,0.00,0.00,0.00,1406,1406,2023-01-24 11:58:19.662203,2023-01-24 11:58:19.662203,f
1422,1693,2023-01-16,PAYMENT_Q,742.13,0.00,0.00,0.00,1406,1406,2023-01-24 11:58:40.765302,2023-01-24 11:58:40.765302,f
1424,1623,2023-01-16,PAYMENT_Q,7862.82,0.00,0.00,0.00,1406,1406,2023-01-24 12:04:23.100554,2023-01-24 12:04:23.100554,f
1425,1634,2023-01-17,PAYMENT_Q,456.00,0.00,0.00,0.00,1406,1406,2023-01-24 15:00:08.323482,2023-01-24 15:00:08.323482,f
1426,1685,2023-01-24,PAYMENT_Q,342.87,0.00,0.00,0.00,890,890,2023-01-24 15:01:10.90393,2023-01-24 15:01:10.90393,t
1427,1684,2023-01-24,PAYMENT_Q,200.00,0.00,0.00,0.00,890,890,2023-01-24 15:01:10.909042,2023-01-24 15:01:10.909042,t
1428,1687,2023-01-24,PAYMENT_Q,6769.66,0.00,0.00,0.00,890,890,2023-01-24 15:01:10.916003,2023-01-24 15:01:10.916003,t
1429,1690,2023-01-24,PAYMENT_Q,450.00,0.00,0.00,0.00,890,890,2023-01-24 15:01:31.91493,2023-01-24 15:01:31.91493,t
1431,1699,2023-01-12,PAYMENT_Q,625.00,0.00,0.00,0.00,1406,1406,2023-01-24 15:19:30.05726,2023-01-24 15:19:30.05726,f
1432,1700,2023-01-10,PAYMENT_Q,815.42,0.00,0.00,0.00,1406,1406,2023-01-24 15:40:05.245749,2023-01-24 15:40:05.245749,f
1433,1704,2023-01-16,PAYMENT_Q,264.25,0.00,0.00,0.00,1406,1406,2023-01-24 15:40:29.998291,2023-01-24 15:40:29.998291,f
1434,1703,2023-01-10,PAYMENT_Q,552.92,0.00,0.00,0.00,1406,1406,2023-01-24 15:40:52.496373,2023-01-24 15:40:52.496373,f
1435,1702,2023-01-10,PAYMENT_Q,886.84,0.00,0.00,0.00,1406,1406,2023-01-24 15:41:14.407406,2023-01-24 15:41:14.407406,f
1436,1701,2023-01-10,PAYMENT_Q,465.13,0.00,0.00,0.00,1406,1406,2023-01-24 15:41:34.53914,2023-01-24 15:41:34.53914,f
1437,1705,2023-01-05,PAYMENT_Q,8403.60,0.00,0.00,0.00,1406,1406,2023-01-24 15:44:27.118713,2023-01-24 15:44:27.118713,f
1438,1715,2023-01-16,PAYMENT_Q,88.29,0.00,0.00,0.00,1406,1406,2023-01-25 10:05:06.582181,2023-01-25 10:05:06.582181,f
1439,1716,2023-01-16,PAYMENT_Q,44.08,0.00,0.00,0.00,1406,1406,2023-01-25 10:06:53.308982,2023-01-25 10:06:53.308982,f
1440,1717,2023-01-20,PAYMENT_Q,750.00,0.00,0.00,0.00,1406,1406,2023-01-25 11:11:32.851335,2023-01-25 11:11:32.851335,f
1441,1718,2023-01-20,PAYMENT_Q,2700.00,0.00,0.00,0.00,1406,1406,2023-01-25 11:23:37.703578,2023-01-25 11:23:37.703578,f
1442,1719,2023-01-18,PAYMENT_Q,2000.00,0.00,0.00,0.00,1406,1406,2023-01-25 12:08:30.992584,2023-01-25 12:08:30.992584,f
1443,1720,2023-01-19,PAYMENT_Q,402.01,0.00,0.00,0.00,1406,1406,2023-01-25 12:13:52.454772,2023-01-25 12:13:52.454772,f
1444,1709,2023-01-25,PAYMENT_Q,127.64,0.00,0.00,0.00,890,890,2023-01-25 14:31:03.28462,2023-01-25 14:31:03.28462,t
1445,1708,2023-01-25,PAYMENT_Q,132.36,0.00,0.00,0.00,890,890,2023-01-25 14:31:03.288825,2023-01-25 14:31:03.288825,t
1446,1707,2023-01-25,PAYMENT_Q,610.91,0.00,0.00,0.00,890,890,2023-01-25 14:31:03.292127,2023-01-25 14:31:03.292127,t
1447,1714,2023-01-25,PAYMENT_Q,119.09,0.00,0.00,0.00,890,890,2023-01-25 14:31:11.447301,2023-01-25 14:31:11.447301,t
1448,1710,2023-01-25,PAYMENT_Q,5700.00,0.00,0.00,0.00,890,890,2023-01-25 14:32:43.793505,2023-01-25 14:32:43.793505,t
1449,1711,2023-01-25,PAYMENT_Q,3960.00,0.00,0.00,0.00,890,890,2023-01-25 14:32:43.803451,2023-01-25 14:32:43.803451,t
1450,1712,2023-01-25,PAYMENT_Q,1034.73,0.00,0.00,0.00,890,890,2023-01-25 14:32:43.811177,2023-01-25 14:32:43.811177,t
1451,1713,2023-01-25,PAYMENT_Q,18153.16,0.00,0.00,0.00,890,890,2023-01-25 17:59:20.696427,2023-01-25 17:59:20.696427,t
1452,533,2023-01-26,PAYMENT_Q,68.37,0.00,0.00,0.00,890,890,2023-01-26 14:22:23.942227,2023-01-26 14:22:23.942227,t
1453,1722,2023-01-27,PAYMENT_Q,157.10,0.00,0.00,0.00,890,890,2023-01-27 11:30:08.443705,2023-01-27 11:30:08.443705,t
1454,1723,2023-01-27,PAYMENT_Q,157.10,0.00,0.00,0.00,890,890,2023-01-27 11:30:08.454928,2023-01-27 11:30:08.454928,t
1455,1721,2023-01-27,PAYMENT_Q,1473.79,0.00,0.00,0.00,890,890,2023-01-27 11:30:08.465273,2023-01-27 11:30:08.465273,t
1456,1330,2023-01-27,PAYMENT_Q,4064.73,0.00,0.00,0.00,890,890,2023-01-27 11:30:21.363994,2023-01-27 11:30:21.363994,t
1457,1730,2023-01-27,PAYMENT_Q,144.91,0.00,0.00,0.00,890,890,2023-01-27 16:58:35.594951,2023-01-27 16:58:35.594951,t
1458,1744,2023-01-27,PAYMENT_Q,598.50,0.00,0.00,0.00,1406,1406,2023-01-30 09:19:21.325518,2023-01-30 09:19:21.325518,f
1459,1729,2023-01-27,PAYMENT_Q,1000.00,0.00,0.00,0.00,1406,1406,2023-01-30 10:41:54.169986,2023-01-30 10:41:54.169986,f
1460,1726,2023-01-30,PAYMENT_Q,290.07,0.00,0.00,0.00,890,890,2023-01-30 17:25:06.760756,2023-01-30 17:25:06.760756,t
1461,1331,2023-01-30,PAYMENT_Q,892.39,0.00,0.00,0.00,890,890,2023-01-30 17:25:06.77585,2023-01-30 17:25:06.77585,t
1462,1748,2023-01-30,PAYMENT_Q,2357.38,0.00,0.00,0.00,890,890,2023-01-30 17:25:16.685434,2023-01-30 17:25:16.685434,t
1463,1724,2023-01-30,PAYMENT_Q,14583.33,0.00,0.00,0.00,890,890,2023-01-30 17:25:16.690638,2023-01-30 17:25:16.690638,t
1464,1725,2023-01-30,PAYMENT_Q,3930.32,0.00,0.00,0.00,890,890,2023-01-30 17:25:16.706559,2023-01-30 17:25:16.706559,t
1465,1749,2023-01-30,PAYMENT_Q,2500.00,0.00,0.00,0.00,890,890,2023-01-30 17:25:36.794234,2023-01-30 17:25:36.794234,t
1467,1751,2023-01-30,PAYMENT_Q,440.00,0.00,0.00,0.00,1406,1406,2023-01-30 17:50:06.07809,2023-01-30 17:50:06.07809,f
1468,1755,2023-01-31,PAYMENT_Q,25.25,0.00,0.00,0.00,890,890,2023-01-31 11:44:39.692899,2023-01-31 11:44:39.692899,t
1469,1754,2023-01-31,PAYMENT_Q,1500.00,0.00,0.00,0.00,890,890,2023-01-31 11:44:39.697708,2023-01-31 11:44:39.697708,t
1470,1753,2023-01-31,PAYMENT_Q,518.01,0.00,0.00,0.00,890,890,2023-01-31 11:44:39.703033,2023-01-31 11:44:39.703033,t
1471,1332,2023-01-31,PAYMENT_Q,715.44,0.00,0.00,0.00,890,890,2023-01-31 11:44:39.71559,2023-01-31 11:44:39.71559,t
1472,1756,2023-01-31,PAYMENT_Q,1500.00,0.00,0.00,0.00,890,890,2023-01-31 15:49:49.041231,2023-01-31 15:49:49.041231,t
1473,1757,2023-01-31,PAYMENT_Q,200.00,0.00,0.00,0.00,890,890,2023-01-31 15:50:05.191576,2023-01-31 15:50:05.191576,t
1474,1762,2023-02-01,PAYMENT_Q,9100.00,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.150342,2023-02-01 17:09:59.150342,t
1475,1761,2023-02-01,PAYMENT_Q,7100.00,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.158255,2023-02-01 17:09:59.158255,t
1476,1760,2023-02-01,PAYMENT_Q,4000.00,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.166496,2023-02-01 17:09:59.166496,t
1477,1763,2023-02-01,PAYMENT_Q,3554.00,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.175894,2023-02-01 17:09:59.175894,t
1478,1728,2023-02-01,PAYMENT_Q,24677.42,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.200045,2023-02-01 17:09:59.200045,t
1479,1727,2023-02-01,PAYMENT_Q,9276.33,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.219789,2023-02-01 17:09:59.219789,t
1480,1731,2023-02-01,PAYMENT_Q,2604.01,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.235402,2023-02-01 17:09:59.235402,t
1481,1759,2023-02-01,PAYMENT_Q,1689.30,0.00,0.00,0.00,890,890,2023-02-01 17:09:59.252442,2023-02-01 17:09:59.252442,t
1482,1758,2023-02-01,PAYMENT_Q,137.46,0.00,0.00,0.00,890,890,2023-02-01 17:10:09.113492,2023-02-01 17:10:09.113492,t
1483,1767,2023-02-02,PAYMENT_Q,10000.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:02:42.278447,2023-02-02 17:02:42.278447,t
1484,1764,2023-02-02,PAYMENT_Q,2627.44,0.00,0.00,0.00,1406,1406,2023-02-02 17:02:55.124159,2023-02-02 17:02:55.124159,t
1485,1774,2023-02-02,PAYMENT_Q,880.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:04:54.821718,2023-02-02 17:04:54.821718,t
1486,1765,2023-02-02,PAYMENT_Q,20000.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:05:07.014546,2023-02-02 17:05:07.014546,t
1487,1768,2023-02-02,PAYMENT_Q,20000.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:05:07.02108,2023-02-02 17:05:07.02108,t
1488,1771,2023-02-02,PAYMENT_Q,20000.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:05:07.027006,2023-02-02 17:05:07.027006,t
1489,1770,2023-02-02,PAYMENT_Q,11000.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:05:07.035712,2023-02-02 17:05:07.035712,t
1490,1766,2023-02-02,PAYMENT_Q,54330.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:05:07.042699,2023-02-02 17:05:07.042699,t
1491,1769,2023-02-02,PAYMENT_Q,13300.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:05:07.047576,2023-02-02 17:05:07.047576,t
1492,1772,2023-02-02,PAYMENT_Q,31500.00,0.00,0.00,0.00,1406,1406,2023-02-02 17:05:07.05345,2023-02-02 17:05:07.05345,t
1493,1798,2023-02-07,PAYMENT_Q,1712.13,0.00,0.00,0.00,1406,1406,2023-02-07 14:29:03.475016,2023-02-07 14:29:03.475016,t
1494,1780,2023-02-07,PAYMENT_Q,2096.89,0.00,0.00,0.00,1406,1406,2023-02-07 14:29:03.481942,2023-02-07 14:29:03.481942,t
1495,1847,2023-02-07,PAYMENT_Q,4000.00,0.00,0.00,0.00,1406,1406,2023-02-07 14:29:03.488531,2023-02-07 14:29:03.488531,t
1496,1799,2023-02-07,PAYMENT_Q,1158.78,0.00,0.00,0.00,1406,1406,2023-02-07 14:29:03.497238,2023-02-07 14:29:03.497238,t
1497,1616,2023-02-07,PAYMENT_Q,71.91,0.00,0.00,0.00,1406,1406,2023-02-07 14:29:17.474936,2023-02-07 14:29:17.474936,t
